"Barcode"	"Cluster"
"G11_B05_P1-F12_LIG120_5_1"	"G11_B05_P1-F12_LIG120_5_1"	"SRI"
"G11_B07_P1-F09_LIG167_5_1"	"G11_B07_P1-F09_LIG167_5_1"	"SRI"
"G11_B08_P3-G02_LIG156_5_1"	"G11_B08_P3-G02_LIG156_5_1"	"SRI"
"G11_B09_P3-G02_LIG80_5_1"	"G11_B09_P3-G02_LIG80_5_1"	"SRI"
"G11_B10_P1-F11_LIG332_5_1"	"G11_B10_P1-F11_LIG332_5_1"	"SRI"
"G11_B11_P1-F09_LIG333_5_1"	"G11_B11_P1-F09_LIG333_5_1"	"SII"
"G11_B11_P3-G03_LIG38_5_1"	"G11_B11_P3-G03_LIG38_5_1"	"SII"
"G11_B12_P1-F12_LIG269_5_1"	"G11_B12_P1-F12_LIG269_5_1"	"SII"
"G11_F01_P1-F11_LIG177_5_1"	"G11_F01_P1-F11_LIG177_5_1"	"SII"
"G11_F01_P1-F11_LIG252_5_1"	"G11_F01_P1-F11_LIG252_5_1"	"SII"
"G11_F02_P1-F09_LIG101_5_1"	"G11_F02_P1-F09_LIG101_5_1"	"SRI"
"G11_F04_P1-F10_LIG148_5_1"	"G11_F04_P1-F10_LIG148_5_1"	"SRI"
"G11_F06_P3-G02_LIG217_5_1"	"G11_F06_P3-G02_LIG217_5_1"	"SRI"
"G11_F09_P1-F09_LIG144_5_1"	"G11_F09_P1-F09_LIG144_5_1"	"SRI"
"G11_F10_P1-F10_LIG209_5_1"	"G11_F10_P1-F10_LIG209_5_1"	"SRI"
"G11_F10_P1-F10_LIG39_5_1"	"G11_F10_P1-F10_LIG39_5_1"	"SRI"
"G11_F11_P1-F10_LIG383_5_1"	"G11_F11_P1-F10_LIG383_5_1"	"SRI"
"G11_F11_P3-G03_LIG124_5_1"	"G11_F11_P3-G03_LIG124_5_1"	"SRI"
"G12_G01_P3-G02_LIG126_5_1"	"G12_G01_P3-G02_LIG126_5_1"	"SRI"
"G12_G05_P3-G02_LIG21_5_1"	"G12_G05_P3-G02_LIG21_5_1"	"SRI"
"G12_G06_P1-F11_LIG136_5_1"	"G12_G06_P1-F11_LIG136_5_1"	"SRI"
"G12_G10_P1-F12_LIG16_5_1"	"G12_G10_P1-F12_LIG16_5_1"	"SRI"
"G12_G11_P1-F11_LIG111_5_1"	"G12_G11_P1-F11_LIG111_5_1"	"SRI"
"G12_G12_P1-F12_LIG144_5_1"	"G12_G12_P1-F12_LIG144_5_1"	"SRI"
"G12_G12_P3-G03_LIG240_5_1"	"G12_G12_P3-G03_LIG240_5_1"	"SRI"
"H02_B01_P1-F09_LIG56_5_1"	"H02_B01_P1-F09_LIG56_5_1"	"sAM"
"H02_B03_P1-F09_LIG183_5_1"	"H02_B03_P1-F09_LIG183_5_1"	"SRI"
"H02_B04_P1-F11_LIG311_5_1"	"H02_B04_P1-F11_LIG311_5_1"	"SRI"
"H02_B05_P1-F09_LIG204_5_1"	"H02_B05_P1-F09_LIG204_5_1"	"SRI"
"H02_B05_P1-F11_LIG187_5_1"	"H02_B05_P1-F11_LIG187_5_1"	"SRI"
"H02_B05_P1-F11_LIG216_5_1"	"H02_B05_P1-F11_LIG216_5_1"	"SRI"
"H02_B05_P1-F12_LIG270_5_1"	"H02_B05_P1-F12_LIG270_5_1"	"SRI"
"H02_B06_P1-F10_LIG255_5_1"	"H02_B06_P1-F10_LIG255_5_1"	"SRI"
"H02_B06_P3-G02_LIG365_5_1"	"H02_B06_P3-G02_LIG365_5_1"	"SRI"
"H02_B07_P1-F12_LIG299_5_1"	"H02_B07_P1-F12_LIG299_5_1"	"SRI"
"H02_B07_P3-G03_LIG346_5_1"	"H02_B07_P3-G03_LIG346_5_1"	"SRI"
"H02_B08_P1-F09_LIG45_5_1"	"H02_B08_P1-F09_LIG45_5_1"	"SII"
"H02_B08_P3-G02_LIG356_5_1"	"H02_B08_P3-G02_LIG356_5_1"	"SRI"
"H02_B09_P1-F11_LIG211_5_1"	"H02_B09_P1-F11_LIG211_5_1"	"eAM"
"H02_B09_P3-G03_LIG188_5_1"	"H02_B09_P3-G03_LIG188_5_1"	"SRI"
"H02_B10_P1-F09_LIG239_5_1"	"H02_B10_P1-F09_LIG239_5_1"	"SRI"
"H02_B11_P1-F12_LIG251_5_1"	"H02_B11_P1-F12_LIG251_5_1"	"SRI"
"H02_B12_P3-G03_LIG75_5_1"	"H02_B12_P3-G03_LIG75_5_1"	"sAM"
"H03_C01_P1-F09_LIG209_5_1"	"H03_C01_P1-F09_LIG209_5_1"	"SRI"
"H03_C01_P3-G02_LIG202_5_1"	"H03_C01_P3-G02_LIG202_5_1"	"SRI"
"H03_C05_P1-F11_LIG112_5_1"	"H03_C05_P1-F11_LIG112_5_1"	"SII"
"H03_C06_P1-F10_LIG241_5_1"	"H03_C06_P1-F10_LIG241_5_1"	"SRI"
"H03_C06_P1-F12_LIG58_5_1"	"H03_C06_P1-F12_LIG58_5_1"	"SRI"
"H03_C08_P3-G03_LIG111_5_1"	"H03_C08_P3-G03_LIG111_5_1"	"SRI"
"H03_C08_P3-G03_LIG179_5_1"	"H03_C08_P3-G03_LIG179_5_1"	"SRI"
"H03_C09_P1-F10_LIG101_5_1"	"H03_C09_P1-F10_LIG101_5_1"	"SRI"
"H03_C09_P3-G02_LIG147_5_1"	"H03_C09_P3-G02_LIG147_5_1"	"SRI"
"H05_D01_P3-G02_LIG21_5_1"	"H05_D01_P3-G02_LIG21_5_1"	"SRI"
"H05_D02_P1-F10_LIG28_5_1"	"H05_D02_P1-F10_LIG28_5_1"	"SRI"
"H05_D03_P1-F11_LIG300_5_1"	"H05_D03_P1-F11_LIG300_5_1"	"SRI"
"H05_D03_P1-F12_LIG131_5_1"	"H05_D03_P1-F12_LIG131_5_1"	"SRI"
"H05_D04_P1-F11_LIG243_5_1"	"H05_D04_P1-F11_LIG243_5_1"	"SRI"
"H05_D05_P1-F12_LIG98_5_1"	"H05_D05_P1-F12_LIG98_5_1"	"SRI"
"H05_D05_P3-G02_LIG239_5_1"	"H05_D05_P3-G02_LIG239_5_1"	"SRI"
"H05_D06_P1-F11_LIG72_5_1"	"H05_D06_P1-F11_LIG72_5_1"	"SRI"
"H05_D07_P1-F09_LIG186_5_1"	"H05_D07_P1-F09_LIG186_5_1"	"SRI"
"H05_D07_P1-F10_LIG58_5_1"	"H05_D07_P1-F10_LIG58_5_1"	"sAM"
"H05_D08_P1-F09_LIG200_5_1"	"H05_D08_P1-F09_LIG200_5_1"	"SRI"
"H05_D08_P1-F09_LIG49_5_1"	"H05_D08_P1-F09_LIG49_5_1"	"SRI"
"H05_D12_P1-F10_LIG45_5_1"	"H05_D12_P1-F10_LIG45_5_1"	"SII"
"H06_E02_P1-F11_LIG149_5_1"	"H06_E02_P1-F11_LIG149_5_1"	"SRI"
"H06_E04_P1-F09_LIG69_5_1"	"H06_E04_P1-F09_LIG69_5_1"	"SRI"
"H06_E06_P3-G02_LIG146_5_1"	"H06_E06_P3-G02_LIG146_5_1"	"SRI"
"H06_E07_P1-F11_LIG358_5_1"	"H06_E07_P1-F11_LIG358_5_1"	"SRI"
"H06_E07_P3-G02_LIG87_5_1"	"H06_E07_P3-G02_LIG87_5_1"	"SRI"
"H06_E08_P1-F09_LIG214_5_1"	"H06_E08_P1-F09_LIG214_5_1"	"SRI"
"H06_E10_P1-F11_LIG179_5_1"	"H06_E10_P1-F11_LIG179_5_1"	"SRI"
"H06_E10_P1-F12_LIG151_5_1"	"H06_E10_P1-F12_LIG151_5_1"	"SRI"
"H06_E10_P3-G02_LIG13_5_1"	"H06_E10_P3-G02_LIG13_5_1"	"SRI"
"H06_E10_P3-G02_LIG301_5_1"	"H06_E10_P3-G02_LIG301_5_1"	"SRI"
"H06_E11_P3-G02_LIG89_5_1"	"H06_E11_P3-G02_LIG89_5_1"	"SRI"
"H06_E12_P3-G02_LIG143_5_1"	"H06_E12_P3-G02_LIG143_5_1"	"SRI"
"H10_A01_P3-G03_LIG45_5_1"	"H10_A01_P3-G03_LIG45_5_1"	"SRI"
"H10_A03_P3-G02_LIG300_5_1"	"H10_A03_P3-G02_LIG300_5_1"	"SRI"
"H10_A04_P1-F09_LIG206_5_1"	"H10_A04_P1-F09_LIG206_5_1"	"SRI"
"H10_A04_P1-F12_LIG326_5_1"	"H10_A04_P1-F12_LIG326_5_1"	"SRI"
"H10_A05_P3-G03_LIG335_5_1"	"H10_A05_P3-G03_LIG335_5_1"	"SRI"
"H10_A06_P3-G03_LIG136_5_1"	"H10_A06_P3-G03_LIG136_5_1"	"SRI"
"H10_A06_P3-G03_LIG244_5_1"	"H10_A06_P3-G03_LIG244_5_1"	"SRI"
"H10_A09_P1-F09_LIG69_5_1"	"H10_A09_P1-F09_LIG69_5_1"	"SRI"
"H10_A11_P1-F10_LIG30_5_1"	"H10_A11_P1-F10_LIG30_5_1"	"SRI"
"H10_A12_P3-G03_LIG90_5_1"	"H10_A12_P3-G03_LIG90_5_1"	"SRI"
"H11_B02_P1-F12_LIG153_5_1"	"H11_B02_P1-F12_LIG153_5_1"	"SRI"
"H11_B02_P1-F12_LIG249_5_1"	"H11_B02_P1-F12_LIG249_5_1"	"SRI"
"H11_B02_P1-F12_LIG94_5_1"	"H11_B02_P1-F12_LIG94_5_1"	"SII"
"H11_B03_P1-F11_LIG94_5_1"	"H11_B03_P1-F11_LIG94_5_1"	"SRI"
"H11_B03_P3-G02_LIG19_5_1"	"H11_B03_P3-G02_LIG19_5_1"	"SII"
"H11_B04_P1-F09_LIG379_5_1"	"H11_B04_P1-F09_LIG379_5_1"	"SRI"
"H11_B04_P1-F10_LIG228_5_1"	"H11_B04_P1-F10_LIG228_5_1"	"SRI"
"H11_B04_P1-F11_LIG42_5_1"	"H11_B04_P1-F11_LIG42_5_1"	"SRI"
"H11_B05_P1-F11_LIG263_5_1"	"H11_B05_P1-F11_LIG263_5_1"	"SRI"
"H11_B05_P1-F12_LIG217_5_1"	"H11_B05_P1-F12_LIG217_5_1"	"SII"
"H11_B06_P1-F10_LIG181_5_1"	"H11_B06_P1-F10_LIG181_5_1"	"SRI"
"H11_B06_P1-F12_LIG315_5_1"	"H11_B06_P1-F12_LIG315_5_1"	"SRI"
"H11_B07_P1-F09_LIG83_5_1"	"H11_B07_P1-F09_LIG83_5_1"	"SRI"
"H11_B08_P1-F12_LIG377_5_1"	"H11_B08_P1-F12_LIG377_5_1"	"SRI"
"H11_B09_P3-G02_LIG297_5_1"	"H11_B09_P3-G02_LIG297_5_1"	"SRI"
"H11_B12_P1-F10_LIG203_5_1"	"H11_B12_P1-F10_LIG203_5_1"	"SRI"
"H11_B12_P1-F12_LIG329_5_1"	"H11_B12_P1-F12_LIG329_5_1"	"eAM"
"H11_F01_P1-F11_LIG212_5_1"	"H11_F01_P1-F11_LIG212_5_1"	"SRI"
"H11_F02_P1-F12_LIG175_5_1"	"H11_F02_P1-F12_LIG175_5_1"	"SRI"
"H11_F03_P1-F11_LIG62_5_1"	"H11_F03_P1-F11_LIG62_5_1"	"SRI"
"H11_F07_P3-G02_LIG311_5_1"	"H11_F07_P3-G02_LIG311_5_1"	"SRI"
"H11_F08_P1-F11_LIG164_5_1"	"H11_F08_P1-F11_LIG164_5_1"	"SRI"
"H11_F09_P1-F12_LIG199_5_1"	"H11_F09_P1-F12_LIG199_5_1"	"SRI"
"H12_G01_P3-G02_LIG3_5_1"	"H12_G01_P3-G02_LIG3_5_1"	"SRI"
"H12_G02_P1-F11_LIG57_5_1"	"H12_G02_P1-F11_LIG57_5_1"	"SRI"
"H12_G02_P3-G02_LIG223_5_1"	"H12_G02_P3-G02_LIG223_5_1"	"SRI"
"H12_G03_P1-F10_LIG154_5_1"	"H12_G03_P1-F10_LIG154_5_1"	"SRI"
"H12_G03_P1-F12_LIG24_5_1"	"H12_G03_P1-F12_LIG24_5_1"	"SRI"
"H12_G05_P1-F12_LIG318_5_1"	"H12_G05_P1-F12_LIG318_5_1"	"SRI"
"H12_G05_P3-G02_LIG183_5_1"	"H12_G05_P3-G02_LIG183_5_1"	"SRI"
"H12_G06_P1-F09_LIG25_5_1"	"H12_G06_P1-F09_LIG25_5_1"	"SRI"
"H12_G07_P1-F09_LIG194_5_1"	"H12_G07_P1-F09_LIG194_5_1"	"SRI"
"H12_G08_P1-F09_LIG313_5_1"	"H12_G08_P1-F09_LIG313_5_1"	"SRI"
"H12_G12_P1-F12_LIG169_5_1"	"H12_G12_P1-F12_LIG169_5_1"	"SRI"
"H12_G12_P3-G02_LIG128_5_1"	"H12_G12_P3-G02_LIG128_5_1"	"SRI"
"A02_B01_P1-G04_LIG52_6_1"	"A02_B01_P1-G04_LIG52_6_1"	"eAM"
"A02_B01_P1-G04_LIG91_6_1"	"A02_B01_P1-G04_LIG91_6_1"	"sAM"
"A02_B02_P3-G05_LIG133_6_1"	"A02_B02_P3-G05_LIG133_6_1"	"SRI"
"A02_B03_P1-G04_LIG154_6_1"	"A02_B03_P1-G04_LIG154_6_1"	"SRI"
"A02_B03_P1-G04_LIG280_6_1"	"A02_B03_P1-G04_LIG280_6_1"	"SRI"
"A02_B04_P1-G01_LIG34_6_1"	"A02_B04_P1-G01_LIG34_6_1"	"eAM"
"A02_B04_P1-G04_LIG265_6_1"	"A02_B04_P1-G04_LIG265_6_1"	"SRI"
"A02_B05_P3-G05_LIG133_6_1"	"A02_B05_P3-G05_LIG133_6_1"	"SRI"
"A02_B06_P3-G04_LIG46_6_1"	"A02_B06_P3-G04_LIG46_6_1"	"SRI"
"A02_B11_P1-G02_LIG136_6_1"	"A02_B11_P1-G02_LIG136_6_1"	"sAM"
"A02_B12_P3-G04_LIG200_6_1"	"A02_B12_P3-G04_LIG200_6_1"	"sAM"
"A03_C05_P1-G04_LIG42_6_1"	"A03_C05_P1-G04_LIG42_6_1"	"SRI"
"A03_C07_P1-G04_LIG181_6_1"	"A03_C07_P1-G04_LIG181_6_1"	"sAM"
"A03_C09_P1-G02_LIG230_6_1"	"A03_C09_P1-G02_LIG230_6_1"	"sAM"
"A03_C09_P1-G04_LIG202_6_1"	"A03_C09_P1-G04_LIG202_6_1"	"SRI"
"A03_C10_P1-G04_LIG145_6_1"	"A03_C10_P1-G04_LIG145_6_1"	"sAM"
"A03_C12_P1-G01_LIG246_6_1"	"A03_C12_P1-G01_LIG246_6_1"	"SRI"
"A05_D02_P1-G03_LIG375_6_1"	"A05_D02_P1-G03_LIG375_6_1"	"SRI"
"A05_D02_P1-G03_LIG41_6_1"	"A05_D02_P1-G03_LIG41_6_1"	"sAM"
"A05_D03_P1-G01_LIG59_6_1"	"A05_D03_P1-G01_LIG59_6_1"	"SII"
"A05_D04_P1-G02_LIG295_6_1"	"A05_D04_P1-G02_LIG295_6_1"	"sAM"
"A05_D04_P1-G02_LIG370_6_1"	"A05_D04_P1-G02_LIG370_6_1"	"SRI"
"A05_D04_P3-G04_LIG184_6_1"	"A05_D04_P3-G04_LIG184_6_1"	"SRI"
"A05_D07_P1-G04_LIG161_6_1"	"A05_D07_P1-G04_LIG161_6_1"	"sAM"
"A05_D08_P3-G04_LIG348_6_1"	"A05_D08_P3-G04_LIG348_6_1"	"SRI"
"A05_D10_P1-G01_LIG262_6_1"	"A05_D10_P1-G01_LIG262_6_1"	"sAM"
"A05_D11_P1-G02_LIG226_6_1"	"A05_D11_P1-G02_LIG226_6_1"	"sAM"
"A05_D12_P1-G02_LIG127_6_1"	"A05_D12_P1-G02_LIG127_6_1"	"SRI"
"A05_D12_P3-G04_LIG23_6_1"	"A05_D12_P3-G04_LIG23_6_1"	"sAM"
"A06_E02_P1-G02_LIG126_6_1"	"A06_E02_P1-G02_LIG126_6_1"	"SRI"
"A06_E02_P3-G05_LIG83_6_1"	"A06_E02_P3-G05_LIG83_6_1"	"SRI"
"A06_E03_P1-G04_LIG4_6_1"	"A06_E03_P1-G04_LIG4_6_1"	"sAM"
"A06_E04_P1-G03_LIG361_6_1"	"A06_E04_P1-G03_LIG361_6_1"	"eAM"
"A06_E05_P1-G04_LIG105_6_1"	"A06_E05_P1-G04_LIG105_6_1"	"SRI"
"A06_E05_P3-G04_LIG168_6_1"	"A06_E05_P3-G04_LIG168_6_1"	"sAM"
"A06_E07_P1-G02_LIG326_6_1"	"A06_E07_P1-G02_LIG326_6_1"	"sAM"
"A06_E07_P1-G04_LIG180_6_1"	"A06_E07_P1-G04_LIG180_6_1"	"SRI"
"A06_E08_P1-G01_LIG134_6_1"	"A06_E08_P1-G01_LIG134_6_1"	"sAM"
"A06_E09_P1-G01_LIG48_6_1"	"A06_E09_P1-G01_LIG48_6_1"	"SRI"
"A06_E10_P1-G04_LIG9_6_1"	"A06_E10_P1-G04_LIG9_6_1"	"sAM"
"A06_E11_P1-G01_LIG98_6_1"	"A06_E11_P1-G01_LIG98_6_1"	"SRI"
"A06_E11_P3-G05_LIG139_6_1"	"A06_E11_P3-G05_LIG139_6_1"	"sAM"
"A06_E12_P1-G01_LIG207_6_1"	"A06_E12_P1-G01_LIG207_6_1"	"SRI"
"A06_E12_P3-G05_LIG183_6_1"	"A06_E12_P3-G05_LIG183_6_1"	"SRI"
"A10_A01_P1-G02_LIG334_6_1"	"A10_A01_P1-G02_LIG334_6_1"	"SRI"
"A10_A01_P1-G03_LIG99_6_1"	"A10_A01_P1-G03_LIG99_6_1"	"SRI"
"A10_A01_P3-G05_LIG72_6_1"	"A10_A01_P3-G05_LIG72_6_1"	"sAM"
"A10_A02_P1-G02_LIG57_6_1"	"A10_A02_P1-G02_LIG57_6_1"	"eAM"
"A10_A03_P1-G01_LIG345_6_1"	"A10_A03_P1-G01_LIG345_6_1"	"SRI"
"A10_A03_P1-G01_LIG361_6_1"	"A10_A03_P1-G01_LIG361_6_1"	"SRI"
"A10_A04_P3-G04_LIG221_6_1"	"A10_A04_P3-G04_LIG221_6_1"	"SRI"
"A10_A04_P3-G04_LIG293_6_1"	"A10_A04_P3-G04_LIG293_6_1"	"SRI"
"A10_A06_P3-G04_LIG274_6_1"	"A10_A06_P3-G04_LIG274_6_1"	"SRI"
"A10_A08_P1-G04_LIG149_6_1"	"A10_A08_P1-G04_LIG149_6_1"	"SRI"
"A10_A10_P1-G04_LIG79_6_1"	"A10_A10_P1-G04_LIG79_6_1"	"sAM"
"A10_A12_P1-G04_LIG327_6_1"	"A10_A12_P1-G04_LIG327_6_1"	"SII"
"A11_B02_P1-G01_LIG58_6_1"	"A11_B02_P1-G01_LIG58_6_1"	"SRI"
"A11_B02_P1-G02_LIG93_6_1"	"A11_B02_P1-G02_LIG93_6_1"	"SRI"
"A11_B04_P1-G04_LIG214_6_1"	"A11_B04_P1-G04_LIG214_6_1"	"SRI"
"A11_B08_P1-G01_LIG228_6_1"	"A11_B08_P1-G01_LIG228_6_1"	"eAM"
"A11_B09_P1-G04_LIG177_6_1"	"A11_B09_P1-G04_LIG177_6_1"	"sAM"
"A11_B10_P1-G03_LIG290_6_1"	"A11_B10_P1-G03_LIG290_6_1"	"sAM"
"A11_B12_P1-G02_LIG285_6_1"	"A11_B12_P1-G02_LIG285_6_1"	"SRI"
"A11_B12_P3-G05_LIG35_6_1"	"A11_B12_P3-G05_LIG35_6_1"	"SRI"
"A11_F03_P1-G02_LIG324_6_1"	"A11_F03_P1-G02_LIG324_6_1"	"SRI"
"A11_F07_P1-G02_LIG1_6_1"	"A11_F07_P1-G02_LIG1_6_1"	"SRI"
"A11_F07_P1-G02_LIG99_6_1"	"A11_F07_P1-G02_LIG99_6_1"	"SRI"
"A11_F09_P1-G01_LIG87_6_1"	"A11_F09_P1-G01_LIG87_6_1"	"SRI"
"A11_F12_P1-G02_LIG179_6_1"	"A11_F12_P1-G02_LIG179_6_1"	"SRI"
"A12_G02_P3-G04_LIG262_6_1"	"A12_G02_P3-G04_LIG262_6_1"	"eAM"
"A12_G02_P3-G05_LIG180_6_1"	"A12_G02_P3-G05_LIG180_6_1"	"eAM"
"A12_G04_P3-G05_LIG118_6_1"	"A12_G04_P3-G05_LIG118_6_1"	"SRI"
"A12_G05_P3-G04_LIG303_6_1"	"A12_G05_P3-G04_LIG303_6_1"	"SRI"
"A12_G06_P1-G01_LIG70_6_1"	"A12_G06_P1-G01_LIG70_6_1"	"SRI"
"A12_G06_P1-G02_LIG81_6_1"	"A12_G06_P1-G02_LIG81_6_1"	"SRI"
"A12_G06_P3-G04_LIG275_6_1"	"A12_G06_P3-G04_LIG275_6_1"	"SRI"
"A12_G07_P1-G04_LIG383_6_1"	"A12_G07_P1-G04_LIG383_6_1"	"SRI"
"A12_G07_P1-G04_LIG59_6_1"	"A12_G07_P1-G04_LIG59_6_1"	"SRI"
"A12_G08_P1-G02_LIG326_6_1"	"A12_G08_P1-G02_LIG326_6_1"	"SRI"
"B02_B01_P1-G01_LIG372_6_1"	"B02_B01_P1-G01_LIG372_6_1"	"sAM"
"B02_B01_P1-G03_LIG70_6_1"	"B02_B01_P1-G03_LIG70_6_1"	"sAM"
"B02_B01_P3-G05_LIG213_6_1"	"B02_B01_P3-G05_LIG213_6_1"	"SRI"
"B02_B03_P1-G01_LIG123_6_1"	"B02_B03_P1-G01_LIG123_6_1"	"SRI"
"B02_B03_P1-G01_LIG72_6_1"	"B02_B03_P1-G01_LIG72_6_1"	"sAM"
"B02_B04_P1-G02_LIG196_6_1"	"B02_B04_P1-G02_LIG196_6_1"	"sAM"
"B02_B04_P1-G04_LIG56_6_1"	"B02_B04_P1-G04_LIG56_6_1"	"SRI"
"B02_B04_P3-G04_LIG144_6_1"	"B02_B04_P3-G04_LIG144_6_1"	"SRI"
"B02_B05_P3-G04_LIG30_6_1"	"B02_B05_P3-G04_LIG30_6_1"	"sAM"
"B02_B06_P1-G04_LIG174_6_1"	"B02_B06_P1-G04_LIG174_6_1"	"eAM"
"B02_B06_P1-G04_LIG176_6_1"	"B02_B06_P1-G04_LIG176_6_1"	"SRI"
"B02_B06_P3-G05_LIG159_6_1"	"B02_B06_P3-G05_LIG159_6_1"	"sAM"
"B02_B07_P1-G03_LIG83_6_1"	"B02_B07_P1-G03_LIG83_6_1"	"sAM"
"B02_B09_P3-G04_LIG94_6_1"	"B02_B09_P3-G04_LIG94_6_1"	"SRI"
"B02_B11_P1-G04_LIG24_6_1"	"B02_B11_P1-G04_LIG24_6_1"	"SRI"
"B02_B12_P1-G03_LIG271_6_1"	"B02_B12_P1-G03_LIG271_6_1"	"SRI"
"B02_B12_P1-G03_LIG32_6_1"	"B02_B12_P1-G03_LIG32_6_1"	"SRI"
"B03_C02_P3-G05_LIG38_6_1"	"B03_C02_P3-G05_LIG38_6_1"	"eAM"
"B03_C04_P1-G02_LIG358_6_1"	"B03_C04_P1-G02_LIG358_6_1"	"eAM"
"B03_C04_P3-G04_LIG227_6_1"	"B03_C04_P3-G04_LIG227_6_1"	"SRI"
"B03_C09_P1-G02_LIG122_6_1"	"B03_C09_P1-G02_LIG122_6_1"	"SRI"
"B03_C10_P1-G04_LIG352_6_1"	"B03_C10_P1-G04_LIG352_6_1"	"eAM"
"B03_C11_P1-G03_LIG127_6_1"	"B03_C11_P1-G03_LIG127_6_1"	"SRI"
"B03_C11_P3-G04_LIG151_6_1"	"B03_C11_P3-G04_LIG151_6_1"	"SRI"
"B03_C12_P1-G04_LIG360_6_1"	"B03_C12_P1-G04_LIG360_6_1"	"SRI"
"B05_D04_P1-G04_LIG137_6_1"	"B05_D04_P1-G04_LIG137_6_1"	"SRI"
"B05_D04_P1-G04_LIG78_6_1"	"B05_D04_P1-G04_LIG78_6_1"	"SRI"
"B05_D04_P3-G05_LIG279_6_1"	"B05_D04_P3-G05_LIG279_6_1"	"SRI"
"B05_D05_P3-G05_LIG226_6_1"	"B05_D05_P3-G05_LIG226_6_1"	"SRI"
"B05_D09_P1-G03_LIG182_6_1"	"B05_D09_P1-G03_LIG182_6_1"	"eAM"
"B05_D11_P1-G01_LIG180_6_1"	"B05_D11_P1-G01_LIG180_6_1"	"SRI"
"B05_D11_P1-G04_LIG136_6_1"	"B05_D11_P1-G04_LIG136_6_1"	"SRI"
"B06_E01_P1-G01_LIG304_6_1"	"B06_E01_P1-G01_LIG304_6_1"	"sAM"
"B06_E04_P1-G04_LIG307_6_1"	"B06_E04_P1-G04_LIG307_6_1"	"SRI"
"B06_E05_P1-G04_LIG222_6_1"	"B06_E05_P1-G04_LIG222_6_1"	"SRI"
"B06_E05_P3-G04_LIG235_6_1"	"B06_E05_P3-G04_LIG235_6_1"	"SRI"
"B06_E07_P1-G01_LIG179_6_1"	"B06_E07_P1-G01_LIG179_6_1"	"sAM"
"B06_E07_P1-G04_LIG275_6_1"	"B06_E07_P1-G04_LIG275_6_1"	"SRI"
"B06_E07_P1-G04_LIG90_6_1"	"B06_E07_P1-G04_LIG90_6_1"	"sAM"
"B06_E08_P3-G05_LIG61_6_1"	"B06_E08_P3-G05_LIG61_6_1"	"SRI"
"B06_E09_P1-G01_LIG110_6_1"	"B06_E09_P1-G01_LIG110_6_1"	"SRI"
"B06_E09_P1-G01_LIG148_6_1"	"B06_E09_P1-G01_LIG148_6_1"	"sAM"
"B06_E09_P1-G04_LIG331_6_1"	"B06_E09_P1-G04_LIG331_6_1"	"eAM"
"B06_E10_P3-G05_LIG117_6_1"	"B06_E10_P3-G05_LIG117_6_1"	"SRI"
"B06_E11_P1-G04_LIG165_6_1"	"B06_E11_P1-G04_LIG165_6_1"	"SRI"
"B06_E12_P1-G04_LIG51_6_1"	"B06_E12_P1-G04_LIG51_6_1"	"sAM"
"B10_A01_P1-G02_LIG151_6_1"	"B10_A01_P1-G02_LIG151_6_1"	"SRI"
"B10_A03_P1-G02_LIG170_6_1"	"B10_A03_P1-G02_LIG170_6_1"	"SRI"
"B10_A03_P1-G02_LIG384_6_1"	"B10_A03_P1-G02_LIG384_6_1"	"SRI"
"B10_A04_P3-G04_LIG265_6_1"	"B10_A04_P3-G04_LIG265_6_1"	"eAM"
"B10_A05_P1-G01_LIG12_6_1"	"B10_A05_P1-G01_LIG12_6_1"	"sAM"
"B10_A06_P1-G01_LIG11_6_1"	"B10_A06_P1-G01_LIG11_6_1"	"SRI"
"B10_A06_P1-G01_LIG219_6_1"	"B10_A06_P1-G01_LIG219_6_1"	"SRI"
"B10_A06_P1-G04_LIG378_6_1"	"B10_A06_P1-G04_LIG378_6_1"	"SRI"
"B10_A08_P1-G03_LIG99_6_1"	"B10_A08_P1-G03_LIG99_6_1"	"SII"
"B10_A08_P3-G04_LIG245_6_1"	"B10_A08_P3-G04_LIG245_6_1"	"SRI"
"B10_A08_P3-G04_LIG348_6_1"	"B10_A08_P3-G04_LIG348_6_1"	"SRI"
"B10_A09_P1-G02_LIG159_6_1"	"B10_A09_P1-G02_LIG159_6_1"	"SRI"
"B10_A09_P1-G04_LIG125_6_1"	"B10_A09_P1-G04_LIG125_6_1"	"SRI"
"B10_A10_P1-G01_LIG238_6_1"	"B10_A10_P1-G01_LIG238_6_1"	"SRI"
"B10_A11_P3-G05_LIG66_6_1"	"B10_A11_P3-G05_LIG66_6_1"	"SRI"
"B10_A12_P3-G04_LIG211_6_1"	"B10_A12_P3-G04_LIG211_6_1"	"SRI"
"B11_B01_P1-G02_LIG271_6_1"	"B11_B01_P1-G02_LIG271_6_1"	"sAM"
"B11_B03_P1-G02_LIG207_6_1"	"B11_B03_P1-G02_LIG207_6_1"	"SRI"
"B11_B03_P1-G03_LIG171_6_1"	"B11_B03_P1-G03_LIG171_6_1"	"sAM"
"B11_B03_P1-G04_LIG212_6_1"	"B11_B03_P1-G04_LIG212_6_1"	"SRI"
"B11_B05_P3-G05_LIG42_6_1"	"B11_B05_P3-G05_LIG42_6_1"	"SRI"
"B11_B08_P1-G01_LIG384_6_1"	"B11_B08_P1-G01_LIG384_6_1"	"sAM"
